win_rate,win_rate_percent,attendance,,,total_homegame_attendance,year,,,win_rate,win_rate_percent,year,,,attendance,win_rate,win_rate_percent,team,,NYA,2006902,1950,1930529,1951,-76373,,,,,,,
0.49,48.8,1501125,,,,,,,0.50617284,50.6,1964,,,,,,,,,,,,,,,,,,,,
0.49,48.8,1694633,,,,,,,0.487804878,48.8,1964,,,,,,,,,,,,,,,,,,,,
0.49,48.8,1816504,,,,,,,0.484662577,48.5,1964,,,,,,,,,,,,,,,,,,,,
0.49,48.8,1945677,,,,,,,0.543209877,54.3,1964,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2001117,,,,,,,0.603658537,60.4,1964,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2041219,,,,,,,0.325153374,32.5,1964,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2080145,,,,,,,0.567901235,56.8,1964,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2091918,,,,,,,0.49382716,49.4,1964,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2148808,,,,,,,0.555555556,55.6,1964,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2213588,,,,,,,0.574074074,57.4,1964,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2284163,,,,,,,0.382716049,38.3,1964,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2296383,,,,,,,0.580246914,58.0,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2343669,,,,,,,0.382716049,38.3,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2354305,,,,,,,0.462962963,46.3,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2378148,,,,,,,0.586419753,58.6,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2525259,,,,,,,0.43902439,43.9,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2533753,,,,,,,0.549382716,54.9,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2549524,,,,,,,0.537037037,53.7,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2573077,,,,,,,0.549382716,54.9,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2860954,,,,,,,0.401234568,40.1,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,3100092,,,,,,,0.364197531,36.4,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,3134824,,,,,,,0.598765432,59.9,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,3684560,,,,,,,0.62962963,63.0,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.8,2234498,,,,,,,0.530864198,53.1,1965,,,,,,,,,,,,,,,,,,,,
0.49,48.9,450000,,,,,,,0.475308642,47.5,1965,,,,,,,,,,,,,,,,,,,,
0.49,49.0,92000,,,,,,,0.304878049,30.5,1965,,,,,,,,,,,,,,,,,,,,
0.49,49.0,612500,,,,,,,0.524691358,52.5,1965,,,,,,,,,,,,,,,,,,,,
0.49,49.0,345588,,,,,,,0.552147239,55.2,1965,,,,,,,,,,,,,,,,,,,,
0.49,49.0,485575,,,,,,,0.582822086,58.3,1965,,,,,,,,,,,,,,,,,,,,
0.49,49.0,563700,,,,,,,0.49382716,49.4,1965,,,,,,,,,,,,,,,,,,,,
0.49,49.0,650500,,,,,,,0.432098765,43.2,1965,,,,,,,,,,,,,,,,,,,,
0.49,49.0,1079869,,,,,,,0.521472393,52.1,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.0,73300,,,,,,,0.60625,60.6,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.1,1019132,,,,,,,0.444444444,44.4,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.1,1218326,,,,,,,0.49382716,49.4,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.1,1712417,,,,,,,0.509202454,50.9,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.1,2498142,,,,,,,0.364197531,36.4,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.1,693386,,,,,,,0.475,47.5,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.1,1166453,,,,,,,0.5,50.0,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.1,1391146,,,,,,,0.543209877,54.3,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.2,161684,,,,,,,0.441717791,44.2,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.3,5000,,,,,,,0.4625,46.3,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.3,2500,,,,,,,0.586419753,58.6,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.3,3101759,,,,,,,0.549382716,54.9,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.3,526300,,,,,,,0.4375,43.8,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.4,6000,,,,,,,0.409937888,41.0,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.4,20800,,,,,,,0.537037037,53.7,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.4,65200,,,,,,,0.567901235,56.8,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.4,464714,,,,,,,0.577639752,57.8,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.4,717082,,,,,,,0.512345679,51.2,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.4,778052,,,,,,,0.512345679,51.2,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.4,973778,,,,,,,0.446540881,44.7,1966,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1029581,,,,,,,0.475308642,47.5,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1149053,,,,,,,0.472049689,47.2,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1223245,,,,,,,0.567901235,56.8,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,546353,,,,,,,0.52173913,52.2,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,666638,,,,,,,0.549382716,54.9,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1147640,,,,,,,0.537037037,53.7,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,478900,,,,,,,0.537037037,53.7,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1036352,,,,,,,0.462962963,46.3,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,19891,,,,,,,0.558282209,55.8,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,55678,,,,,,,0.425925926,42.6,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,753256,,,,,,,0.385093168,38.5,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,759498,,,,,,,0.450617284,45.1,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,886622,,,,,,,0.554878049,55.5,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1077387,,,,,,,0.441717791,44.2,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1161193,,,,,,,0.37654321,37.7,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1230579,,,,,,,0.50617284,50.6,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1234891,,,,,,,0.496932515,49.7,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1247668,,,,,,,0.561728395,56.2,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1262039,,,,,,,0.627329193,62.7,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1318558,,,,,,,0.472049689,47.2,1967,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1327150,,,,,,,0.496932515,49.7,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1407756,,,,,,,0.561728395,56.2,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1469216,,,,,,,0.530864198,53.1,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1656343,,,,,,,0.413580247,41.4,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1724891,,,,,,,0.413580247,41.4,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1753706,,,,,,,0.413580247,41.4,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1792067,,,,,,,0.515337423,51.5,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1814401,,,,,,,0.509202454,50.9,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1840835,,,,,,,0.530864198,53.1,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,1895236,,,,,,,0.62804878,62.8,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,2014995,,,,,,,0.444444444,44.4,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,2100110,,,,,,,0.469135802,46.9,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,2134472,,,,,,,0.487654321,48.8,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,2279508,,,,,,,0.506097561,50.6,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,2388757,,,,,,,0.447852761,44.8,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,2422054,,,,,,,0.503067485,50.3,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,2558640,,,,,,,0.469135802,46.9,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,3037451,,,,,,,0.490797546,49.1,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,3250754,,,,,,,0.539877301,54.0,1968,,,,,,,,,,,,,,,,,,,,
0.49,49.4,3562318,,,,,,,0.598765432,59.9,1968,,,,,,,,,,,,,,,,,,,,
0.50,49.6,7180,,,,,,,0.403726708,40.4,1968,,,,,,,,,,,,,,,,,,,,
0.50,49.7,89500,,,,,,,0.574074074,57.4,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,497733,,,,,,,0.672839506,67.3,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,256000,,,,,,,0.537037037,53.7,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,109000,,,,,,,0.435582822,43.6,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,318000,,,,,,,0.419753086,42.0,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,372897,,,,,,,0.419753086,42.0,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,722256,,,,,,,0.564417178,56.4,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,324831,,,,,,,0.54601227,54.6,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,332500,,,,,,,0.385093168,38.5,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,524300,,,,,,,0.555555556,55.6,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,1030567,,,,,,,0.5,50.0,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,10000,,,,,,,0.423312883,42.3,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,707222,,,,,,,0.524691358,52.5,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,977056,,,,,,,0.598765432,59.9,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,522902,,,,,,,0.320987654,32.1,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,1618467,,,,,,,0.49382716,49.4,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,1865052,,,,,,,0.617283951,61.7,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,1940478,,,,,,,0.543209877,54.3,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,909012,,,,,,,0.388888889,38.9,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,1146398,,,,,,,0.543209877,54.3,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,1478659,,,,,,,0.320987654,32.1,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,1544736,,,,,,,0.392638037,39.3,1969,,,,,,,,,,,,,,,,,,,,
0.50,49.7,1786463,,,,,,,0.555555556,55.6,1969,,,,,,,,,,,,,,,,,,,,
0.50,50.0,17000,,,,,,,0.537037037,53.7,1969,,,,,,,,,,,,,,,,,,,,
0.50,50.0,20400,,,,,,,0.530864198,53.1,1969,,,,,,,,,,,,,,,,,,,,
0.50,50.0,24050,,,,,,,0.469135802,46.9,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,35250,,,,,,,0.666666667,66.7,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,39386,,,,,,,0.537037037,53.7,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,178945,,,,,,,0.530864198,53.1,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,273900,,,,,,,0.345679012,34.6,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,641345,,,,,,,0.518518519,51.9,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,647074,,,,,,,0.62962963,63.0,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,807571,,,,,,,0.62962963,63.0,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,907499,,,,,,,0.469135802,46.9,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,920251,,,,,,,0.487654321,48.8,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,934300,,,,,,,0.487654321,48.8,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,936402,,,,,,,0.401234568,40.1,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1086484,,,,,,,0.540372671,54.0,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1093105,,,,,,,0.398773006,39.9,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1099580,,,,,,,0.604938272,60.5,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1211348,,,,,,,0.450617284,45.1,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1418391,,,,,,,0.570552147,57.1,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1440753,,,,,,,0.512345679,51.2,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1442995,,,,,,,0.549382716,54.9,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1573906,,,,,,,0.453416149,45.3,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1598373,,,,,,,0.549382716,54.9,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1617391,,,,,,,0.549382716,54.9,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1675591,,,,,,,0.388888889,38.9,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1678922,,,,,,,0.530864198,53.1,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1789073,,,,,,,0.469135802,46.9,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1818103,,,,,,,0.432098765,43.2,1970,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1871459,,,,,,,0.50617284,50.6,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,1974300,,,,,,,0.639240506,63.9,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,2062966,,,,,,,0.524691358,52.5,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,2134895,,,,,,,0.469135802,46.9,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,2169760,,,,,,,0.487654321,48.8,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,2177617,,,,,,,0.512345679,51.2,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,2211023,,,,,,,0.487654321,48.8,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,2281202,,,,,,,0.37037037,37.0,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,2402997,,,,,,,0.561728395,56.2,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,2416146,,,,,,,0.487654321,48.8,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,2461237,,,,,,,0.527950311,52.8,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,2557712,,,,,,,0.549382716,54.9,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,2730352,,,,,,,0.428571429,42.9,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,3164720,,,,,,,0.4625,46.3,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.0,3565718,,,,,,,0.438271605,43.8,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.3,667511,,,,,,,0.50617284,50.6,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.3,857017,,,,,,,0.512345679,51.2,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.3,1695034,,,,,,,0.627329193,62.7,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.3,2320556,,,,,,,0.413580247,41.4,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.3,762169,,,,,,,0.598765432,59.9,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.3,1011744,,,,,,,0.378881988,37.9,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.3,1048352,,,,,,,0.555555556,55.6,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.3,1388905,,,,,,,0.552147239,55.2,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.3,99055,,,,,,,0.396226415,39.6,1971,,,,,,,,,,,,,,,,,,,,
0.50,50.3,20000,,,,,,,0.451612903,45.2,1972,,,,,,,,,,,,,,,,,,,,
0.50,50.3,212662,,,,,,,0.519480519,51.9,1972,,,,,,,,,,,,,,,,,,,,
0.50,50.3,228000,,,,,,,0.548387097,54.8,1972,,,,,,,,,,,,,,,,,,,,
0.50,50.3,632945,,,,,,,0.483870968,48.4,1972,,,,,,,,,,,,,,,,,,,,
0.50,50.3,1378865,,,,,,,0.564935065,56.5,1972,,,,,,,,,,,,,,,,,,,,
0.50,50.3,1460245,,,,,,,0.544871795,54.5,1972,,,,,,,,,,,,,,,,,,,,
0.50,50.3,258000,,,,,,,0.616883117,61.7,1972,,,,,,,,,,,,,,,,,,,,
0.50,50.3,455632,,,,,,,0.461538462,46.2,1972,,,,,,,,,,,,,,,,,,,,
0.50,50.3,663765,,,,,,,0.551282051,55.1,1972,,,,,,,,,,,,,,,,,,,,
0.50,50.4,2108,,,,,,,0.549019608,54.9,1972,,,,,,,,,,,,,,,,,,,,
0.50,50.5,632274,,,,,,,0.493506494,49.4,1972,,,,,,,,,,,,,,,,,,,,
0.50,50.5,662417,,,,,,,0.548387097,54.8,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1124049,,,,,,,0.416666667,41.7,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,760611,,,,,,,0.5,50.0,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,825512,,,,,,,0.448717949,44.9,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,993515,,,,,,,0.509677419,51.0,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1006320,,,,,,,0.532051282,53.2,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1070621,,,,,,,0.6,60.0,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1074518,,,,,,,0.378205128,37.8,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1393998,,,,,,,0.619354839,61.9,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1721406,,,,,,,0.379084967,37.9,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1730766,,,,,,,0.44516129,44.5,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1933635,,,,,,,0.480769231,48.1,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1977715,,,,,,,0.350649351,35.1,1972,,,,,,,,,,,,,,,,,,,,
0.51,50.6,2052425,,,,,,,0.469135802,46.9,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,2066982,,,,,,,0.598765432,59.9,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,2161527,,,,,,,0.549382716,54.9,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,2509924,,,,,,,0.487654321,48.8,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,2658330,,,,,,,0.475308642,47.5,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,2797384,,,,,,,0.47826087,47.8,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,2869787,,,,,,,0.611111111,61.1,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,3022763,,,,,,,0.438271605,43.8,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,3295129,,,,,,,0.524691358,52.5,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,3856753,,,,,,,0.50617284,50.6,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1796356,,,,,,,0.543209877,54.3,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,95000,,,,,,,0.586419753,58.6,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,334100,,,,,,,0.456790123,45.7,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,386137,,,,,,,0.5,50.0,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,449427,,,,,,,0.487654321,48.8,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1040180,,,,,,,0.49382716,49.4,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1272386,,,,,,,0.50931677,50.9,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.6,1688149,,,,,,,0.580246914,58.0,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.7,665000,,,,,,,0.438271605,43.8,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.7,1917546,,,,,,,0.49382716,49.4,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.7,7800,,,,,,,0.37037037,37.0,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.7,14000,,,,,,,0.543209877,54.3,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.9,2280140,,,,,,,0.5,50.0,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.9,733354,,,,,,,0.351851852,35.2,1973,,,,,,,,,,,,,,,,,,,,
0.51,50.9,973770,,,,,,,0.539877301,54.0,1974,,,,,,,,,,,,,,,,,,,,
0.51,50.9,3195651,,,,,,,0.561728395,56.2,1974,,,,,,,,,,,,,,,,,,,,
0.51,50.9,1914695,,,,,,,0.518518519,51.9,1974,,,,,,,,,,,,,,,,,,,,
0.51,50.9,2625333,,,,,,,0.417177914,41.7,1974,,,,,,,,,,,,,,,,,,,,
0.51,50.9,2935139,,,,,,,0.490797546,49.1,1974,,,,,,,,,,,,,,,,,,,,
0.51,50.9,944701,,,,,,,0.407407407,40.7,1974,,,,,,,,,,,,,,,,,,,,
0.51,50.9,949821,,,,,,,0.601226994,60.1,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,65342,,,,,,,0.475308642,47.5,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,241800,,,,,,,0.444444444,44.4,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,376708,,,,,,,0.5,50.0,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,668753,,,,,,,0.475308642,47.5,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,1484848,,,,,,,0.62962963,63.0,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,120800,,,,,,,0.469135802,46.9,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,187500,,,,,,,0.503067485,50.3,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,631416,,,,,,,0.49068323,49.1,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,967715,,,,,,,0.549382716,54.9,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,1113379,,,,,,,0.438271605,43.8,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,1661402,,,,,,,0.555555556,55.6,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,25000,,,,,,,0.49382716,49.4,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,93568,,,,,,,0.543209877,54.3,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,97586,,,,,,,0.37037037,37.0,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,1095361,,,,,,,0.444444444,44.4,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,780148,,,,,,,0.534161491,53.4,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.0,2169,,,,,,,0.52173913,52.2,1974,,,,,,,,,,,,,,,,,,,,
0.51,51.1,5800,,,,,,,0.416149068,41.6,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.1,109000,,,,,,,0.566037736,56.6,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.1,15000,,,,,,,0.59375,59.4,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,9460,,,,,,,0.447204969,44.7,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,122157,,,,,,,0.465838509,46.6,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,312882,,,,,,,0.462962963,46.3,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,712757,,,,,,,0.666666667,66.7,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,812537,,,,,,,0.496855346,49.7,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,842319,,,,,,,0.358490566,35.8,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1184383,,,,,,,0.395061728,39.5,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1478814,,,,,,,0.561728395,56.2,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1519672,,,,,,,0.543209877,54.3,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1532385,,,,,,,0.419753086,42.0,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1590563,,,,,,,0.477987421,47.8,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1636058,,,,,,,0.462962963,46.3,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1641757,,,,,,,0.51875,51.9,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1653007,,,,,,,0.50617284,50.6,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1658282,,,,,,,0.604938272,60.5,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1713645,,,,,,,0.530864198,53.1,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1766172,,,,,,,0.571428571,57.1,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1779895,,,,,,,0.438271605,43.8,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1786482,,,,,,,0.49689441,49.7,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1819919,,,,,,,0.503067485,50.3,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1852602,,,,,,,0.487654321,48.8,1975,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1895885,,,,,,,0.432098765,43.2,1976,,,,,,,,,,,,,,,,,,,,
0.51,51.2,1930537,,,,,,,0.543209877,54.3,1976,,,,,,,,,,,,,,,,,,,,
0.51,51.2,2034243,,,,,,,0.512345679,51.2,1976,,,,,,,,,,,,,,,,,,,,
0.51,51.2,2042604,,,,,,,0.469135802,46.9,1976,,,,,,,,,,,,,,,,,,,,
0.51,51.2,2057917,,,,,,,0.397515528,39.8,1976,,,,,,,,,,,,,,,,,,,,
0.51,51.2,2109966,,,,,,,0.462962963,46.3,1976,,,,,,,,,,,,,,,,,,,,
0.51,51.2,2210352,,,,,,,0.62962963,63.0,1976,,,,,,,,,,,,,,,,,,,,
0.51,51.2,2220054,,,,,,,0.509433962,50.9,1976,,,,,,,,,,,,,,,,,,,,
0.51,51.2,2313931,,,,,,,0.459627329,46.0,1976,,,,,,,,,,,,,,,,,,,,
0.51,51.2,2360648,,,,,,,0.49382716,49.4,1976,,,,,,,,,,,,,,,,,,,,
0.51,51.2,2375525,,,,,,,0.555555556,55.6,1976,,,,,,,,,,,,,,,,,,,,
